id_abt,id_buy,name_abt,name_buy,label,run1_pred,run2_pred,run3_pred,run4_pred,run5_pred,agreement_rate,majority_pred
34858,208294698,Sony 26' BRAVIA M-Series Black LCD Flat Panel HDTV - KDL26M4000,Sony BRAVIA M Series KDL-26M4000 26' LCD TV - KDL26M4000,1,1,1,1,1,1,1.0,1
36458,208237795,Speck SeeThru Purple Hard Shell Case For 15' MacBook - MB15PURSEEV2,Speck Products SeeThru Case for Apple 15' MacBook Pro - MB15-PUR-SEE-V2,1,1,1,1,1,1,1.0,1
33510,205516750,Monster Mini-To-Mini iCable For Car - AICMINIIP3S,Monster Cable iCable A IC MINI IP-3 S Audio Stereo Cable - 123870,1,1,1,1,1,1,1.0,1
31032,210251970,Chestnut Hill Sound George iPod Music System In White - CHS4001,Chestnut Hill CHS40001 Chestnut Hill George Ipod Dock Compact Stereo System,1,1,1,1,1,1,1.0,1
36364,208226700,Speck SeeThru Aqua Hard Shell Case For 13' MacBook - MB13AQUSEEV2,Speck Products SeeThru Case for Apple 13' MacBook - MB13-AQU-SEE-V2,1,1,1,1,1,1,1.0,1
34624,207934191,Sony 7.1 Channel Black A/V Receiver - STRDG720,Sony STR-DG720 A/V Receiver - STRDG720,1,1,1,1,1,1,1.0,1
36864,210442350,Sony 52' BRAVIA XBR Series Black LCD Flat Panel HDTV - KDL52XBR6,Sony BRAVIA XBR Series KDL-52XBR6 52' LCD TV - KDL52XBR6,1,1,1,1,1,1,1.0,1
37648,209122921,Canon Printer Gray Ink Cartridge - CLI221GRY,Canon CLI-221 Gray Ink Cartridge - 2950B001,1,1,1,1,1,1,1.0,1
33431,207390644,Sony Silver MiniDV Handycam Camcorder - DCRHC52,Sony Handycam DCR-HC52 Digital Camcorder - DCRHC52,1,1,1,1,1,1,1.0,1
13155,90109367,Peerless Wall TV Mounts In Black - PM1327BK,Peerless Adjustable TV Wall Mount - PM1327,1,1,1,1,1,1,1.0,1
38346,208167531,Logitech QuickCam Vision Pro For Mac - 960000254,Logitech QuickCam Vision Pro Webcam - 960-000254,1,1,1,1,1,1,1.0,1
34263,207897315,Samsung 22' White Flat Panel LCD HDTV - LN22A451,Samsung 4 Series LN22A451 22' LCD TV,1,1,1,1,1,1,1.0,1
34454,207390180,Polk Audio Black 10' Powered Subwoofer - PSW110BK,polkaudio PSW Series PSW110 Powered Subwoofer,1,1,1,1,1,1,1.0,1
35853,208085175,Pioneer USB iPod Interface Cable - CDIU230V,Pioneer Direct Control Cable - CD-IU230V,1,1,1,1,1,1,1.0,1
35276,208084021,Pioneer KURO 50' Black Plasma HDTV - PDP5020FD,Pioneer PDP-5020FD 50' Plasma TV,1,1,1,1,1,1,1.0,1
34948,208114675,LG 25.0 Cu. Ft. Titanium French Door Bottom Freezer Refrigerator - LFC25770TT,LG 25.0 Cu.Ft. Total Capacity,1,0,0,0,0,0,1.0,0
34002,208105467,Sony Black 1080p Upscaling 5-Disc DVD Changer - DVPNC800HB,Sony DVP-NC800H/B DVD Player,1,1,1,1,1,1,1.0,1
36149,207907550,Sony EX Ear Bud Headphones In Black - MDREX32LPBLK,Ex Series Earbuds Black - MDR EX32LP/BLK,1,1,1,1,1,1,1.0,1
36365,208226696,Speck SeeThru Pink Hard Shell Case For 13' MacBook - MB13PNKSEEV2,Speck Products SeeThru Case for Apple 13' MacBook - MB13-PNK-SEE-V2,1,1,1,1,1,1,1.0,1
25532,208280406,GE Futura Indoor TV Antenna - Silver Finish - TV24746,Ge 24746 Futura(tm) Indoor Hdtv Antenna,1,1,1,1,1,1,1.0,1
33595,207388756,Panasonic VIERA 46' Plasma Flat Panel 1080p HDTV In Black - TH46PZ85U,Panasonic Viera TH-46PZ85U 46' Plasma TV,1,1,1,1,1,1,1.0,1
36824,209306028,Samsung 46' Series 9 LCD Black Flat Panel HDTV - LN46A950,Samsung 9 Series LN46A950 46' LCD TV,1,1,1,1,1,1,1.0,1
36172,207907535,Sony Active Style Headphones In Black - MDRAS50G,Sport Neckband Earbuds - MDR AS50G,1,1,1,1,1,1,1.0,1
32584,206179562,Panasonic PT-AX200U White Home Theater Projector - PTAX200,Panasonic PT-AX200U Home Theater Projector,1,1,1,1,1,1,1.0,1
37623,208809705,Jabra Bluetooth Headset - BT2070,Jabra BT2070 Bluetooth Headset - 100-92070000-02,1,1,1,1,1,1,1.0,1
28190,208464837,Weber 3758301 Blue Genesis EP-320 LP Gas Grill - 3758301,Weber Genesis EP-320 Blue LP Gas Grill,1,1,1,1,1,1,1.0,1
17094,203151930,Delonghi Twenty Four Seven Coffee Maker - DC50W,DeLonghi 4-Cup Drip Coffee Makers,1,0,0,0,0,0,1.0,0
37055,208941075,Garmin Nuvi 265WT GPS Navigation System - 0100057510,"Garmin nuVi 265WT - 4.3' Widescreen GPS w/Text to Speech, Bluetooth, Where Am I?, Connect Photos - 010-00575-10",1,1,1,1,1,1,1.0,1
34960,208455896,Sony Weather Shower CD Clock Radio - ICFCD73W,Sony ICF-CD73W AM/FM/Weather Shower CD Clock Radio (White),1,1,1,1,1,1,1.0,1
34151,206854516,Panasonic 5.8 GHz Black Expandable Digital Cordless Phone System - KXTG4324B,Panasonic KX-TG4324B 5.8 GHz Expandable Digital Cordless Phone,1,1,1,1,1,1,1.0,1
25036,202502745,LEGO Star Wars II: The Original Trilogy Video Game For The Sony PSP - 023272329396,Lego Star Wars 2: The Original Trilogy,1,1,1,1,1,1,1.0,1
22940,203472622,Panasonic Plain Paper Fax/Copier With All-Digital Answering System - Silver Finish - KXFP145,Panasonic KX-FP145 Plain Paper Thermal Transfer Fax/Copier - KXFP145,1,1,1,1,1,1,1.0,1
25858,202870184,Garmin Nuvi 660 010-10747-03 Black 12 Volt Adapter Cable - 0101074703,Garmin Cigarette Lighter Adapter for GPS Navigation - 010-10747-03,1,1,1,1,1,1,1.0,1
24493,202900030,Panasonic 2-Line Integrated Phone System - White Finish - KXTS3282W,Panasonic KX-TS3282W Corded Telephone,1,1,1,1,1,1,1.0,1
38693,208710842,Samsung 46' Series 8 LCD Black Flat Panel HDTV - LN46A850,"Samsung LN46A850 - 46' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time - Super Slim 1.9' Thick!",1,1,1,1,1,1,1.0,1
33452,207667994,Yamaha 7.2 Channel Black Digital Home Theater Receiver - RXV663BK,Yamaha RX-V663 Home Theater Receiver - RXV663BL,1,1,1,1,1,1,1.0,1
35851,206462228,Linksys Ultra RangePlus Wireless-N Broadband Router - WRT160N,Linksys RangePlus WRT160N 4-Port Wireless-N Broadband Router - WRT160N,1,1,1,1,1,1,1.0,1
32054,206901619,Haier 13' TV/DVD Combo - TCR13,13in Crt Tv/dvd Combo - TCR13,1,1,1,1,1,1,1.0,1
38142,206928388,Canon Pink 8.0 Megapixel PowerShot Digital Camera - SD1100ISP,Canon PowerShot SD1100 IS Digital ELPH Camera - Melody Pink - 2509B001,1,1,1,1,1,1,1.0,1
30338,206460113,Yamaha Black Digital Sound Projector - YSP4000BK,Yamaha YSP-4000 Digital Sound Projector -- Black - YSP-4000BL,1,1,1,1,1,1,1.0,1
38001,209871973,Sony 8' Black LCD Digital Photo Frame - DPFD80,Sony DPFD80 Digital Photo Frame,1,1,1,1,1,1,1.0,1
20466,201692695,Canon Black Ink Cartridge - Black - PG40BK,Canon Black Ink Cartridge - 0615B002,1,0,1,1,1,0,0.6,1
28256,204563763,Sony SLV-D380P Black DVD VHS Combo Player - SLVD380P,Sony SLVD380P DVD/VCR Combo,1,1,1,1,1,1,1.0,1
34033,207390665,Sony Digital SLR Camera With Lens Kit - DSLRA200W,Sony alpha DSLR-A200 Digital SLR Camera with Dual Lens Kit - DSLRA200W,1,1,1,1,1,1,1.0,1
36636,206783256,LaCie Little Disk 320GB Black Portable Hard Drive - 301829,LaCie Little Disk Hard Drive - 301829,1,1,1,1,1,1,1.0,1
34490,207656388,Samsung 37' Series 4 LCD Black Flat Panel HDTV - LN37A450,Samsung 4 Series LN37A450 37' LCD TV,1,1,1,1,1,1,1.0,1
28979,204559213,Panasonic Countertop Microwave Oven In Black - NNSN667BK,Panasonic NNSN667B 1.2 cu. ft. Countertop Microwave Oven In Black,1,1,1,1,1,1,1.0,1
22306,202291459,Sanus Center Channel Speaker Mount - Black Finish - VMCC1B,Sanus Center Channel Speaker Mount - VMCC1B,1,1,1,1,1,1,1.0,1
33638,207659192,Toshiba Black Portable DVD Player - SDP71S,Toshiba SD-P71S Portable DVD Player,1,1,1,1,1,1,1.0,1
33177,207390617,Sony Pink Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120P,Sony Cyber-shot DSC-W120 Digital Camera - Pink - DSCW120/P,1,1,1,1,1,1,1.0,1
33653,207391014,Toshiba White 19' LCD HDTV DVD Combo - 19LV506,Toshiba 19LV506 - 19' Widescreen LCD HDTV w/ Built-in DVD Player - 800:1 Contrast Ratio - 5ms Response Time - White,1,1,1,1,1,1,1.0,1
23097,202635701,Uniden 5.8GHz Accessory Handset And Charger - TCX905,Uniden TCX905 Cordless Handset - TCX905,1,1,1,1,1,1,1.0,1
33453,207876535,Yamaha 7.2 Channel Black Digital Home Theater Receiver - RXV863BK,Yamaha RX-V863 Home Theater Receiver - RXV863BL,1,1,1,1,1,1,1.0,1
38697,206892248,Logitech Cordless Desktop MX 5500 Revolution Keyboard And Mouse Combination - 920000383,Logitech Cordless Desktop MX 5500 Revolution Keyboard and Mouse - 920-000383,1,1,1,1,1,1,1.0,1
16329,210521578,Whirlpool 24' Built-In Dishwasher - DU1100SS,Whirlpool DU1100XTPS 24' Undercounter Dishwasher (Stainless Steel),1,1,1,1,1,1,1.0,1
18087,203150909,Danby Designer Portable Dishwasher - DDW1805WH,"DDW1805W 18-in. Portable Dishwasher (White, Energy Star)",1,1,1,1,1,1,1.0,1
28350,204206935,Panasonic Silver Dect 6.0 Cordless Telephone - KXTG1033S,Panasonic KX-TG1033S Digital Cordless Phone with Three Handsets,1,1,1,1,1,1,1.0,1
33662,205521002,Bracketron Nav-Mat Portable GPS Dash Mount - UFM100BL,Bracketron Nav-Mat Portable GPS Dash Mount - UFM-100-BL,1,1,1,1,1,1,1.0,1
38574,210190784,Sony BD/DVD Home Theater System - BDVIS1000,Sony BDV-IS1000 Blu-ray Disc Home-Theater System - Precision Cinema HD via HDMI upscaler / BRAVIA Theatre Sync direct key / x.v.Color / XMB Xross Media Bar / 800Hz Cutoff Frequency,1,1,1,1,1,1,1.0,1
10640,203024425,Denon Semi-Automatic Turntable - Black Finish - DP29F,Denon DP-29F Analog Record Turntable - DP29F,1,1,1,1,1,1,1.0,1
27965,203136102,LG Titanium Bottom-Freezer Refrigerator - LRBP1031TT,LG Electronics 10 cu.ft. Cabinet Depth Refrigerator,1,0,0,0,0,0,1.0,0
29238,204206937,Panasonic Expandable Digital Cordless DECT 6.0 Handset In Silver - KXTGA101S,Panasonic KX-TGA101S DECT 6.0 Expansion Handset,1,1,1,1,1,1,1.0,1
13996,203025174,Escort Cordless Solo Radar Detector - S2E,Cordless Solo S2 Radar/Laser Detector - 010ES20A,1,1,1,1,1,1,1.0,1
34370,207390706,Sony Alpha DSLR Black Camera Body With 18-70mm Zoom Lens - DSLRA300K,Sony alpha DSLR-A300 Digital SLR Camera with 18-70mm Zoom Lens - Black - DSLRA300K,1,1,1,1,1,1,1.0,1
38939,204823067,Logitech V-UBM46 QuickCam Pro 9000 Black Webcam For Windows - 960000048,Logitech QuickCam Pro 9000 Webcam - 960-000048,1,1,1,1,1,1,1.0,1
19604,203025446,Kenwood iPod Mobile Interface - KCAIP500,Kenwood KCA-IP500 iPod Interface/Controller - KCAIP500,1,1,1,1,1,1,1.0,1
33591,207388754,Panasonic VIERA 42' Plasma Flat Panel 1080p HDTV In Black - TH42PZ85U,Panasonic Viera TH-42PZ85U 42' Plasma TV,1,1,1,1,1,1,1.0,1
23519,208456185,Whirlpool Duet Sport Front Loading White Washer - White Finish - WFW8300SWH,Whirlpool WFW8300SW 27' Front-Load Washer w/3.4 Cu. Ft. Capacity (White),1,1,1,1,1,1,1.0,1
4696,90049928,Sony Switcher - SBV40S,Sony SB-V40S A/V Selector - SBV40S,1,1,1,1,1,1,1.0,1
30593,204860316,Audiovox XpressR XM Satellite Radio Receiver - XMCK20P,Audiovox Xpress R XM Radio Receiver with Vehicle Kit XMCK20P,1,1,1,1,1,1,1.0,1
30206,204222662,OmniMount CMK White Wall Cable Management Kit - CMKMINI,OmniMount CMK-MINI Mini Wall Mounted Cable Management System,1,1,1,1,1,1,1.0,1
38221,203343197,Canon EF 75-300mm F/4-5.6 III Telephoto Zoom Lens - 6473A003,Canon EF 75-300mm f/4-5.6 III Telephoto Zoom Lens - 6473A003,1,1,1,1,1,1,1.0,1
27853,202985798,LG Laundry Remote Monitor - RLM20K,LG Electronics RLM20K Remote Laundry Monitoring System,1,1,1,1,1,1,1.0,1
34754,207543198,Panasonic DECT 6.0 Black Metallic Expandable Digital Cordless Phone System - KXTG9332T,Panasonic KX-TG9332T Cordless Phone,1,1,1,1,1,1,1.0,1
18524,90145909,Weber Performer 22-1/2' Charcoal Grill - 848001,Weber 848001 Performer 22.5' Charcoal Grill in Dark Blue,1,1,1,1,1,1,1.0,1
33998,208112354,Sony BRAVIA Home Theater System - DAVHDX275,Sony BRAVIA DAV-HDX275 Home Theater System,1,1,1,1,1,1,1.0,1
33439,207464920,Yamaha NS-AW390BL All-Weather Pair Speaker System - NSAW390BK,Yamaha Outdoor NS-AW390 All-Weather Speaker System - NS-AW390BL,1,1,1,1,1,1,1.0,1
27103,202985803,LG WDP3N 14' Tall Navy Blue Pedestal With Drawer - WDP3BL,LG Electronics WDP3 Laundry Pedestal with Drawer - Blue,1,1,1,1,1,1,1.0,1
38449,206576717,Linksys Dual-Band Wireless-N Gaming Adapter - WGA600N,Linksys WGA600N Wireless Gaming Adapter,1,1,1,1,1,1,1.0,1
29933,202139765,Audiovox Xpress XM Satellite Radio FM Direct Adapter - XMFM1,Audiovox XMFM1 Switch Box,1,0,0,0,0,0,1.0,0
35591,208171946,Samsung 72' Series 6 Black Widescreen DLP HDTV - HL72A650,"Samsung HL72A650 - 72' Widescreen 1080p DLP HDTV - 2,500:1 Contrast Ratio",1,1,1,1,1,1,1.0,1
38468,203407043,Danby Silhouette 60 Cans Beverage Center - DBC2760BLS,PlayStation 3 ChargeLink USB Charging Cable by Nyko - 83000,0,0,0,0,0,0,1.0,0
28978,209705773,Panasonic Stainless Steel Countertop Microwave Oven - NNSD377SS,Apple iPod touch 8GB Flash Portable Media Player - MB528LLA,0,0,0,0,0,0,1.0,0
18564,210399818,Whirlpool 24' Built-In Dishwasher - DU1055BK,Onkyo TX-SR876 A/V Receiver - TXSR876B,0,0,0,0,0,0,1.0,0
30590,207543201,Panasonic 2 Line Integrated Corded Phone System - KXTSC14B,Panasonic KX-TG9348T Expandable Digital Cordless Phone,0,0,0,0,0,0,1.0,0
38001,206888011,Sony 8' Black LCD Digital Photo Frame - DPFD80,"Weber Cast Iron Griddle for Genesis B,C, 1000 - 5500 & Spirit E & S 300 Series",0,0,0,0,0,0,1.0,0
33431,207554111,Sony Silver MiniDV Handycam Camcorder - DCRHC52,Apple Time Capsule Network Hard Drive - MB277LL/A,0,0,0,0,0,0,1.0,0
33640,207642166,Toshiba Black DVD Recorder With Built-In Digital Tuner - DR560,Samsung LN52A650 52' LCD TV,0,0,0,0,0,0,1.0,0
16394,203151930,Danby Twin Tub Washer - DTT420WH,DeLonghi 4-Cup Drip Coffee Makers,0,0,0,0,0,0,1.0,0
38640,207900174,Transcend 2.5' SATA Solid State Disk - TS128GSSD25SM,Samsung HTZ410T Home Theater System - HTZ410T,0,0,0,0,0,0,1.0,0
21554,204549804,Yamaha High Performance Subwoofer -  Black Finish - YSTFSW100BK,Netgear ProSafe GS724TP 24 Port Smart Switch with PoE - GS724TP-100NAS,0,0,0,0,0,0,1.0,0
31373,201692679,Frigidaire GLD4355RFB Gallery SpeedClean 24' Black Dishwasher - GLD4355BK,Canon CLI-8Y Ink Cartridge - 0623B002,0,0,0,0,0,0,1.0,0
30058,203322272,Electrolux Pronto 2 In 1 Lightweight Upright Vacuum - EL1000B,Panasonic KX-FLB801 Multifunction Printer - KX-FLB801,0,0,0,0,0,0,1.0,0
36172,205809367,Sony Active Style Headphones In Black - MDRAS50G,Sony HDMI Mini Cable - VMC30MHD,0,0,0,0,0,0,1.0,0
37211,206888012,Apple 1GB Pink 2nd Generation iPod Shuffle - MB811LLA,Weber Premium Cover for Genesis Sivler A Grills & Spirit E-200 Series,0,0,0,0,0,0,1.0,0
26615,209687172,Logitech Harmony 1000 Silver Touch Screen Remote Control - H1000,Panasonic Lumix DMC-FZ28 Digital Camera - Black,0,0,0,0,0,0,1.0,0
33612,204559208,Panasonic 26' LCD HDTV In Black - TC26LX85,Panasonic NNSD667S 1.2 cu. ft. Countertop Microwave Oven In Stainless Steel,0,0,0,0,0,0,1.0,0
34836,208154551,Sony Picture Station Digital Photo Printer - DPPFP95,Sony Cyber-shot DSC-W150 Digital Camera - Red - DSCW150R,0,0,0,0,0,0,1.0,0
36607,205131849,Denon 7.1 Channel AV Receiver With Network Client Compatible D-Dock Port In Black - AVR2809CI,Unreal Tournament III - 26991,0,0,0,0,0,0,1.0,0
34016,207390655,Z-Line Portland Black TV Stand - ZL2344MU,Sony Handycam HDR-SR12 High Definition Digital Camcorder - HDRSR12,0,0,0,0,0,0,1.0,0
37150,203308084,Toshiba Black 15' LCD Flat Panel HDTV/DVD Combo - 15LV505,Directed Electronics Sportster 4 Sirius Satellite Radio Receiver - SP4TK1,0,0,0,0,0,0,1.0,0
14061,208085178,Kenwood 6-Disc CD Changer - KDCC669,Pioneer Cd-sb10 Sirius Interface Cable - CD-SB10,0,0,0,0,0,0,1.0,0
37495,206887905,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB,Weber Q 320 Gas Grill,0,0,0,0,0,0,1.0,0
33280,202456903,Canon Vixia High Definition Camcorder - HF10,TiVo TCD649080 - Series2 Digital Video Recorder - Up to 80 Hours Capacity,0,0,0,0,0,0,1.0,0
22242,210441817,Cuisinart Programmable Coffeemaker - Stainless Steel Finish - DCC2000,Panasonic Kx-tg9391t Dect 6.0 Two-line Corded/cordless Phone Combo - KX-TG9391T,0,0,0,0,0,0,1.0,0
34904,201965217,Sony Black 13.6 Megapixel Cyber-Shot Digital Camera - DSCW300,Panasonic DVD-RAM Media - LM-AF30U3,0,0,0,0,0,0,1.0,0
32874,203938179,Garmin 010-10723-00 AC Adapter Cable With International Adapters - 0101072300,Transcend 8GB JetFlash V10 USB Flash Drive - TS8GJFV10,0,0,0,0,0,0,1.0,0
34848,201953025,LG Stainless Steel Freestanding Electric Range - LRE30453SS,Canon CLI-8PM Photo Magenta Ink Cartridge - 0625B002,0,0,0,0,0,0,1.0,0
36718,210479062,Nikon Graphite Black 14.5 Megapixel COOLPIX Digital Camera - COOLPIXS710BK,Simpletech 2GB SD Card - 3505B001AA,0,0,0,0,0,0,1.0,0
36274,208653767,Transcend 16GB SDHC Card And Compact Card Reader - TS16GSDHC6S5W,Sony DPFV900 Digital Photo Frame - DPF-V900,0,0,0,0,0,0,1.0,0
30590,10379358,Panasonic 2 Line Integrated Corded Phone System - KXTSC14B,Panasonic Black Toner Cartridge - KX-FA83,0,0,0,0,0,0,1.0,0
34747,210435432,Canon BCI-6 Multipack Ink Tanks - 4705A018,Danby DBC2760BLS 5.0 cu.ft beverage center / 27 bottle wine cooler,0,0,0,0,0,0,1.0,0
34880,207899810,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200,Sanus VisionMount LT25-B1 Tilting Wall Mount,0,0,0,0,0,0,1.0,0
33788,208112358,Panasonic Black Dect 6.0 Cordless Telephone - KXTG9333T,Sony DVP-NS700H/S DVD Player - DVPNS700HS,0,0,0,0,0,0,1.0,0
37331,203086405,Coby 10.2' Black LCD Flat Panel HDTV - TFTV1022,Garmin GPS Receiver Dash Mount - 010-10613-00,0,0,0,0,0,0,1.0,0
26241,203347464,Whirlpool Cabrio WTW6400SW Top Loading White Washer - WTW6400SWH,Canon Mini DV Camcorder Starter Kit - 9582A008,0,0,0,0,0,0,1.0,0
33477,208504396,Sony Red Cyber-Shot Digital Camera - DSCW150R,Mitsubishi Diamond WD-73835 73' Projection TV - WD73835,0,0,0,0,0,0,1.0,0
36077,207390717,Samsung 19' Black Flat Panel Series 6 LCD HDTV - LN19A650,Sharp AQUOS LC-37D64U 37' LCD TV,0,0,0,0,0,0,1.0,0
37648,203389465,Canon Printer Gray Ink Cartridge - CLI221GRY,Olympus LI-42B Lithium Ion Digital Camera Battery - 202034,0,0,0,0,0,0,1.0,0
37539,202143942,Sony Blu-Ray Disc Player - BDPS550,Sanus VCD/DVD Wall Mount - VMAVB,0,0,0,0,0,0,1.0,0
38474,207535170,Linksys Gigabit 5-Port Workgroup Switch - EG005W,Garmin nvi 205 Automobile Navigator - 010-00717-40,0,0,0,0,0,0,1.0,0
35153,204791586,Weber Q 320 Liquid Propane Table And Outdoor Grill - 586002,Kenwood iPod Direct Cable - kcaip200,0,0,0,0,0,0,1.0,0
38826,208190046,Cuisinart Exact Heat Matte Black Toaster Oven Broiler - TOB155,Canon SELPHY CP760 Dye Sublimation Printer - 2565B001,0,0,0,0,0,0,1.0,0
30957,204465488,Linksys Wireless-G Broadband Router - WRT54GL,GN Jabra BT5010 Wireless Earset,0,0,0,0,0,0,1.0,0
39054,208893667,OmniMount 37' - 63' Ultra Low Profile Series Large Flat Panel TV Black Mount - ULPTLBK,Canon PIXMA MP480 Color Inkjet All-In-One Photo Printer - 2918B002,0,0,0,0,0,0,1.0,0
28397,207652053,GE Pre-Amplifier For Stereo Turntable - AV23292,SAMSUNG DVD HM THEATER SYS 5 DISC NIC - HT-Z410/XAA,0,0,0,0,0,0,1.0,0
34135,207907558,Samsung 56' Black Widescreen Series 6 DLP HDTV - HL56A650,Ex Series Earbuds Wht - MDR EX32LP/WHI,0,0,0,0,0,0,1.0,0
26615,210227260,Logitech Harmony 1000 Silver Touch Screen Remote Control - H1000,Sharp AQUOS BD-HP21U Blu-ray Disc Player,0,0,0,0,0,0,1.0,0
30939,202139744,Canon Color Image Silver Scanner - 8800F,Audiovox XMH10 Home Docking Kit,0,0,0,0,0,0,1.0,0
19112,206854516,Sony Soft Cyber-Shot Carrying Case - LCSCST,Panasonic KX-TG4324B 5.8 GHz Expandable Digital Cordless Phone,0,0,0,0,0,0,1.0,0
38329,10363070,Panasonic Black Hi-Definition Camcorder Starter Kit - VBGVBB1STRKIT,Logitech Driving Force Pro for PlayStation 2 - 963293-0403,0,0,0,0,0,0,1.0,0
37010,207390682,Onkyo Black Stereo Receiver - TX8255,Sony LCS-X20 Camcorder Case - LCSX20,0,0,0,0,0,0,1.0,0
36021,208177785,Speck Clear 13' MacBook See Thru Hard Shell Case - MB13CLRSEEV2,Boston Acoustics Horizon Duo-i AM/FM Stereo Radio - HDUOIMDNT,0,0,0,0,0,0,1.0,0
29099,208504318,Olympus Silver Digital Voice Recorder - VN4100PC,Sony BRAVIA Z Series KDL-40Z4100 40' LCD TV - KDL40Z4100/B,0,0,0,0,0,0,1.0,0
34476,207910337,Weber Premium Black Grill Cover - 7550,Apple Wireless Mighty Mouse - MB111LL/A,0,0,0,0,0,0,1.0,0
7783,206888012,Panasonic 2-Line Integrated Telephone - KXTSC14W,Weber Premium Cover for Genesis Sivler A Grills & Spirit E-200 Series,0,0,0,0,0,0,1.0,0
34165,206460121,Belkin Neoprene Sleeve For MacBook Air - F8N065BLK,Yamaha YSTFSW100 Subwoofer - YST-FSW100BL,0,0,0,0,0,0,1.0,0
28963,207910337,Sirius External Home Antenna - 14240,Apple Wireless Mighty Mouse - MB111LL/A,0,0,0,0,0,0,1.0,0
33921,208937347,Panasonic Black DVD Home Theater Sound System - SCPT660,Canon CL-211 Color Ink Cartridge For PIXMA MP240 and MP480 Printers - 2976B001,0,0,0,0,0,0,1.0,0
38619,208226697,LG Washer Dryer White Stacking Kit - WSTK1,Speck Products SeeThru Case for Apple 13' MacBook - MB13-GRN-SEE-V2,0,0,0,0,0,0,1.0,0
37110,210227261,Canon PowerShot Silver Digital Camera - SX110IS,Sharp AQUOS BD-HP50U Blu-ray Disc Player,0,0,0,0,0,0,1.0,0
