id_abt,id_buy,label,pred_label_rule,name_abt,name_buy,pred_label_llm,raw_response,category
29304,206901618,1,0,Haier 13' Silver Tube TV - HTR13,13in Crt Tv W/atsc Tuner - HTR13,1,MATCH,llm_right_rule_wrong
29072,208456130,1,0,Alpine 2-DIN DVD/CD/MP3/WMA Receiver/AV Head Unit - IVAW205,ALPINE IVA-W205 Car Video Player,1,MATCH,llm_right_rule_wrong
35309,208504378,1,0,LG 32' Black LCD Flat Panel HDTV With Built In DVD Player - 32LG40,LG 32LG40 32' TV/DVD Combo,1,MATCH,llm_right_rule_wrong
35431,209026638,0,1,Panasonic VIERA 32' Class Widescreen LCD HDTV In Black - TC32LZ800,Toshiba 52RV535U - 52' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,0,NO_MATCH,llm_right_rule_wrong
19204,203389382,1,0,OmniMount G-303 Gray Stellar Series Audio Tower - G303GR,OmniMount 3-Shelf Large-Component Tower - STELLARG303G,1,MATCH,llm_right_rule_wrong
34548,207907555,1,0,Sony White Earbud Style Headphones - MDREX55WH,Ex Series Earbuds Wht - MDR EX55/WHI,1,MATCH,llm_right_rule_wrong
18564,208715747,1,0,Whirlpool 24' Built-In Dishwasher - DU1055BK,Full Console Dishwasher with 4 Automatic Cycles - DU1055XTSB,1,MATCH,llm_right_rule_wrong
24034,50017228,1,0,Sony DVD Remote Control For PS2 - Black Finish - 711719707608,PlayStation 2 DVD Remote - 97076,1,MATCH,llm_right_rule_wrong
38329,210227282,1,0,Panasonic Black Hi-Definition Camcorder Starter Kit - VBGVBB1STRKIT,Battery and Bag Bundle for Panasonic Camcorders - VBG-VBB1STRKIT,1,MATCH,llm_right_rule_wrong
34559,207907557,1,0,Sony Pink Earbud Style Headphones - MDREX55P,Ex Series Earbuds Pnk - MDR EX55/PNK,1,MATCH,llm_right_rule_wrong
34454,207390180,1,0,Polk Audio Black 10' Powered Subwoofer - PSW110BK,polkaudio PSW Series PSW110 Powered Subwoofer,1,MATCH,llm_right_rule_wrong
32906,203324965,1,0,Sirius Dock And Play Universal Vehicle Kit - SUPV1,Directed Electronics SUPV1 Car Kit,1,MATCH,llm_right_rule_wrong
35485,206901613,1,0,Haier 15' Black Flat Panel LCD HDTV DVD Combo - HLC15R,15in Lcd/dvd Tv Combo - HLC15R,1,MATCH,llm_right_rule_wrong
35022,208117925,1,0,LG Over-The-Range Black Microwave Oven - LMV1680BK,LG 1.6 cu.ft. Over the Range Microwave,1,MATCH,llm_right_rule_wrong
35019,208117926,1,0,LG Over-The-Range White Microwave Oven - LMV1680WH,LG 1.6 cu.ft. Over the Range,1,MATCH,llm_right_rule_wrong
29902,205665803,1,0,TiVo HD Digital Video Recorder (180 Hour) - TCD652160,Tivo TIV652160 Tivo High Definition,1,MATCH,llm_right_rule_wrong
23519,208456185,1,0,Whirlpool Duet Sport Front Loading White Washer - White Finish - WFW8300SWH,Whirlpool WFW8300SW 27' Front-Load Washer w/3.4 Cu. Ft. Capacity (White),1,MATCH,llm_right_rule_wrong
30734,207907430,1,0,Tech Craft Veneto Series Black TV Stand - ABS60BK,Techcraft ABS60 TV Stand,1,MATCH,llm_right_rule_wrong
34361,207642497,1,0,Samsung Black DVD/VHS Combo Recorder - DVDVR375,"Samsung DVD-VR375 DVD/VCR Combo - DVD+RW, DVD-RW, DVD-RAM, DVD+R, DVD-R, VHS, CD-RW - DVD Video, CD-DA, MP3, MPEG-4, WMA, JPEG, DivX Playback - Progressive Scan",1,MATCH,llm_right_rule_wrong
36705,208930722,1,0,Nikon Black 13.5 Megapixel COOLPIX Digital Camera - COOLPIXP6000BK,"Nikon COOLPIX P6000 13 Megapixels Digital Camera w/ 4x Wide Angle Optical Zoom, 2.7' Hi-Res LCD, Optical VR Image Stabilization, Face Priority AF & TV Movies with Sound - Black - 26135",1,MATCH,llm_right_rule_wrong
38574,210190784,1,0,Sony BD/DVD Home Theater System - BDVIS1000,Sony BDV-IS1000 Blu-ray Disc Home-Theater System - Precision Cinema HD via HDMI upscaler / BRAVIA Theatre Sync direct key / x.v.Color / XMB Xross Media Bar / 800Hz Cutoff Frequency,1,MATCH,llm_right_rule_wrong
