id_abt,id_buy,label,pred_label_rule,name_abt,name_buy,pred_label_llm,raw_response,category
29825,205664966,1,1,LG DLE3733W White XL Capacity Electric Dryer - DLE3733WH,LG XL Capacity Electric Dryer,0,NO_MATCH,rule_right_llm_wrong
18040,203151779,1,1,Delonghi Oil Filters - FK8,DeLonghi 6-pc. Replacement Filters for Deep Fryer,0,NO_MATCH,rule_right_llm_wrong
39038,204348269,1,1,Case Logic Black In-Car DVD Player Case - PDVK10,"Case Logic 10' In-Car DVD Player Case - 11' x 9.25' x 4' - Nylon, Koskin - Black (Black)",0,NO_MATCH,rule_right_llm_wrong
22798,202143942,1,1,Sanus VMAV Black VisionMount Component Wall Shelf VMAVB In Black - VMAVB,Sanus VCD/DVD Wall Mount - VMAVB,0,NO_MATCH,rule_right_llm_wrong
19628,202778257,1,1,Pioneer Wired Marine Remote Control Display - CDMR80D,Pioneer Nautica Marine Remote Control,0,NO_MATCH,rule_right_llm_wrong
37091,207390618,1,1,Sony Cyber-Shot Black Digital Camera - DSCT500B,Sony Cyber-shot DSC-T300 Digital Camera - Black - DSCT300/B,0,NO_MATCH,rule_right_llm_wrong
32875,202870173,1,1,Garmin 010-10723-02 Carrying Case - 0101072302,Garmin Leather GPS Case,0,NO_MATCH,rule_right_llm_wrong
20466,201692695,1,1,Canon Black Ink Cartridge - Black - PG40BK,Canon Black Ink Cartridge - 0615B002,0,NO_MATCH,rule_right_llm_wrong
36718,208930723,1,1,Nikon Graphite Black 14.5 Megapixel COOLPIX Digital Camera - COOLPIXS710BK,"Nikon COOLPIX S710 14 Megapixel Digital Camera w/3.6x Optical Wide-Angle Zoom, 3' LCD, Smile Mode, In-Camera Red-Eye Fix - Black - 26127",0,NO_MATCH,rule_right_llm_wrong
38324,209393521,1,1,Griffin Black iPhone 3G Clarifi Protective Case With Built-In Close-Up Lens - 8245IP2MGNFI,Griffin 8245-IP2MGNFI Clarifi Protective case for Smartphone,0,NO_MATCH,rule_right_llm_wrong
35987,207464939,1,1,Samsung Black 8.1 Megapixel Digital Camera - ECNV30ZBBA,Samsung NV30 Digital Camera - Silver - EC-NV30ZSBA/US,0,NO_MATCH,rule_right_llm_wrong
32628,207554111,1,1,Apple 500GB Time Capsule Wireless Hard Drive - MB276LLA,Apple Time Capsule Network Hard Drive - MB277LL/A,0,NO_MATCH,rule_right_llm_wrong
32280,205985719,1,1,LG DLEX8377WM White XL Capacity Electric SteamDryer - DLEX8377WH,The LG Electric SteamDryer,0,NO_MATCH,rule_right_llm_wrong
13700,90111702,1,1,Sanus Euro Foundations Satellite Speaker Stand - EFSATB,Sanus Euro Foundation Series III Speaker Stand - EFSATBKIII,0,NO_MATCH,rule_right_llm_wrong
33327,208464828,1,1,Weber Spirit SP-320 Stainless Steel Liquid Propane Gas Outdoor Grill - 3730001,Weber Summit SP-320 Stainless LP Gas Grill,0,NO_MATCH,rule_right_llm_wrong
34253,206887992,1,1,Weber Gas Barbecue Rotisserie - 7519,Weber Genesis E/S series Rotisserie,0,NO_MATCH,rule_right_llm_wrong
39054,207390496,1,1,OmniMount 37' - 63' Ultra Low Profile Series Large Flat Panel TV Black Mount - ULPTLBK,OmniMount Ultra Low Profile ULPT-L Flat Panel Wall Mount - ULPT-L A,0,NO_MATCH,rule_right_llm_wrong
34638,209934621,1,1,Sony White Speaker Dock And Clock Radio For iPod And iPhone - ICFC1IPMK2WHT,SONY IPOD/PHONE DOCK CLOCK RADIO BLACK NIC - ICFC1IPMK2WHI,0,NO_MATCH,rule_right_llm_wrong
34961,208114683,1,1,LG LFX25971SW 24.7 Cu. Ft. Smooth White French Door Bottom Freezer Refrigerator - LFX25971WH,LG 25 CF Refrigerator 3 Door White Tall,0,NO_MATCH,rule_right_llm_wrong
29906,202139744,1,1,Audiovox Xpress XM Satellite Radio Receiver Home Kit - XMH10A,Audiovox XMH10 Home Docking Kit,0,NO_MATCH,rule_right_llm_wrong
33966,205561996,1,1,Peerless 32' - 45' Articulating Flat Panel TV Black Wall Arm - SA745PU,Peerless SmartMount 700 Series Articulating Wall Arm,0,NO_MATCH,rule_right_llm_wrong
29829,205664964,1,1,LG DLE5955W White XL Capacity Electric Dryer - DLE5955WH,LG Electric Dryer with 9 Drying Programs,0,NO_MATCH,rule_right_llm_wrong
35111,201701865,1,1,Peerless 37' - 60' Flat Panel TV Black Wall Mount  - ST660P,Peerless Universal Tilt Wall Mount,0,NO_MATCH,rule_right_llm_wrong
33021,203154818,1,1,Electrolux Harmony Series Canister Vacuum - EL6985B,"Harmony EL6985A Vacuum (Canister, HEPA)",0,NO_MATCH,rule_right_llm_wrong
35014,208117937,1,1,LG 30' Stainless Steel Freestanding Gas Range - LRG30357SS,LG 5.0 cu.ft. Freestanding Gas Range,0,NO_MATCH,rule_right_llm_wrong
35903,205769439,1,1,Sony 2GB Memory Stick Micro (M2) - MSA2GU2,Sony 2GB Memory Stick Micro (M2) - MSA2GD,0,NO_MATCH,rule_right_llm_wrong
32228,205985718,1,1,LG DLEX8377NM Navy Blue XL Capacity Electric SteamDryer - DLEX8377BLUE,The LG Electric SteamDryer,0,NO_MATCH,rule_right_llm_wrong
33532,204071217,1,1,TomTom GPS Mount And USB Car Charger - 9N00101,TOMTOM GPS Receiver Accessory Kit - 9N00.101,0,NO_MATCH,rule_right_llm_wrong
34927,208117933,1,1,LG Stainless Steel Freestanding Electric Range - LRE30757SS,LG 5.6 cu.ft. Freestanding Electric Range,0,NO_MATCH,rule_right_llm_wrong
38798,205852250,1,1,Peerless Black Flat Panel TV Stand - SS550PBK,Peerless SS550P Flat Panel TV Stand,0,NO_MATCH,rule_right_llm_wrong
